Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
25.86,0.0034534,996.735,4.177726,61.0134,14.6516,885.335,0.888214,2.63454,718.2858,6.0824
25.87,0.0034553,996.7325,4.177717,61.0153,14.6522,885.1325,0.888013,2.63593,718.2711,6.0808
25.88,0.0034572,996.73,4.177708,61.0172,14.6528,884.93,0.887812,2.63732,718.2564,6.0792
25.89,0.0034591,996.7275,4.177699,61.0191,14.6534,884.7275,0.887611,2.63871,718.2417,6.0776
25.9,0.003461,996.725,4.17769,61.021,14.654,884.525,0.88741,2.6401,718.227,6.076
25.91,0.0034629,996.7225,4.177681,61.0229,14.6546,884.3225,0.887209,2.64149,718.2123,6.0744
25.92,0.0034648,996.72,4.177672,61.0248,14.6552,884.12,0.887008,2.64288,718.1976,6.0728
25.93,0.0034667,996.7175,4.177663,61.0267,14.6558,883.9175,0.886807,2.64427,718.1829,6.0712
25.94,0.0034686,996.715,4.177654,61.0286,14.6564,883.715,0.886606,2.64566,718.1682,6.0696
25.95,0.0034705,996.7125,4.177645,61.0305,14.657,883.5125,0.886405,2.64705,718.1535,6.068
25.96,0.0034724,996.71,4.177636,61.0324,14.6576,883.31,0.886204,2.64844,718.1388,6.0664
25.97,0.0034743,996.7075,4.177627,61.0343,14.6582,883.1075,0.886003,2.64983,718.1241,6.0648
25.98,0.0034762,996.705,4.177618,61.0362,14.6588,882.905,0.885802,2.65122,718.1094,6.0632
25.99,0.0034781,996.7025,4.177609,61.0381,14.6594,882.7025,0.885601,2.65261,718.0947,6.0616
26,0.00348,996.7,4.1776,61.04,14.66,882.5,0.8854,2.654,718.08,6.06
26.01,0.0034819,996.6975,4.177591,61.0419,14.6606,882.2975,0.885199,2.65539,718.0653,6.0584
26.02,0.0034838,996.695,4.177582,61.0438,14.6612,882.095,0.884998,2.65678,718.0506,6.0568
26.03,0.0034857,996.6925,4.177573,61.0457,14.6618,881.8925,0.884797,2.65817,718.0359,6.0552
26.04,0.0034876,996.69,4.177564,61.0476,14.6624,881.69,0.884596,2.65956,718.0212,6.0536
26.05,0.0034895,996.6875,4.177555,61.0495,14.663,881.4875,0.884395,2.66095,718.0065,6.052
26.06,0.0034914,996.685,4.177546,61.0514,14.6636,881.285,0.884194,2.66234,717.9918,6.0504
26.07,0.0034933,996.6825,4.177537,61.0533,14.6642,881.0825,0.883993,2.66373,717.9771,6.0488
26.08,0.0034952,996.68,4.177528,61.0552,14.6648,880.88,0.883792,2.66512,717.9624,6.0472
26.09,0.0034971,996.6775,4.177519,61.0571,14.6654,880.6775,0.883591,2.66651,717.9477,6.0456
26.1,0.003499,996.675,4.17751,61.059,14.666,880.475,0.88339,2.6679,717.933,6.044
26.11,0.0035009,996.6725,4.177501,61.0609,14.6666,880.2725,0.883189,2.66929,717.9183,6.0424
26.12,0.0035028,996.67,4.177492,61.0628,14.6672,880.07,0.882988,2.67068,717.9036,6.0408
26.13,0.0035047,996.6675,4.177483,61.0647,14.6678,879.8675,0.882787,2.67207,717.8889,6.0392
26.14,0.0035066,996.665,4.177474,61.0666,14.6684,879.665,0.882586,2.67346,717.8742,6.0376
26.15,0.0035085,996.6625,4.177465,61.0685,14.669,879.4625,0.882385,2.67485,717.8595,6.036
26.16,0.0035104,996.66,4.177456,61.0704,14.6696,879.26,0.882184,2.67624,717.8448,6.0344
26.17,0.0035123,996.6575,4.177447,61.0723,14.6702,879.0575,0.881983,2.67763,717.8301,6.0328
26.18,0.0035142,996.655,4.177438,61.0742,14.6708,878.855,0.881782,2.67902,717.8154,6.0312
26.19,0.0035161,996.6525,4.177429,61.0761,14.6714,878.6525,0.881581,2.68041,717.8007,6.0296
26.2,0.003518,996.65,4.17742,61.078,14.672,878.45,0.88138,2.6818,717.786,6.028
26.21,0.0035199,996.6475,4.177411,61.0799,14.6726,878.2475,0.881179,2.68319,717.7713,6.0264
26.22,0.0035218,996.645,4.177402,61.0818,14.6732,878.045,0.880978,2.68458,717.7566,6.0248
26.23,0.0035237,996.6425,4.177393,61.0837,14.6738,877.8425,0.880777,2.68597,717.7419,6.0232
26.24,0.0035256,996.64,4.177384,61.0856,14.6744,877.64,0.880576,2.68736,717.7272,6.0216
26.25,0.0035275,996.6375,4.177375,61.0875,14.675,877.4375,0.880375,2.68875,717.7125,6.02
26.26,0.0035294,996.635,4.177366,61.0894,14.6756,877.235,0.880174,2.69014,717.6978,6.0184
26.27,0.0035313,996.6325,4.177357,61.0913,14.6762,877.0325,0.879973,2.69153,717.6831,6.0168
26.28,0.0035332,996.63,4.177348,61.0932,14.6768,876.83,0.879772,2.69292,717.6684,6.0152
26.29,0.0035351,996.6275,4.177339,61.0951,14.6774,876.6275,0.879571,2.69431,717.6537,6.0136
26.3,0.003537,996.625,4.17733,61.097,14.678,876.425,0.87937,2.6957,717.639,6.012
26.31,0.0035389,996.6225,4.177321,61.0989,14.6786,876.2225,0.879169,2.69709,717.6243,6.0104
26.32,0.0035408,996.62,4.177312,61.1008,14.6792,876.02,0.878968,2.69848,717.6096,6.0088
26.33,0.0035427,996.6175,4.177303,61.1027,14.6798,875.8175,0.878767,2.69987,717.5949,6.0072
26.34,0.0035446,996.615,4.177294,61.1046,14.6804,875.615,0.878566,2.70126,717.5802,6.0056
26.35,0.0035465,996.6125,4.177285,61.1065,14.681,875.4125,0.878365,2.70265,717.5655,6.004
26.36,0.0035484,996.61,4.177276,61.1084,14.6816,875.21,0.878164,2.70404,717.5508,6.0024
26.37,0.0035503,996.6075,4.177267,61.1103,14.6822,875.0075,0.877963,2.70543,717.5361,6.0008
26.38,0.0035522,996.605,4.177258,61.1122,14.6828,874.805,0.877762,2.70682,717.5214,5.9992
26.39,0.0035541,996.6025,4.177249,61.1141,14.6834,874.6025,0.877561,2.70821,717.5067,5.9976
26.4,0.003556,996.6,4.17724,61.116,14.684,874.4,0.87736,2.7096,717.492,5.996
26.41,0.0035579,996.5975,4.177231,61.1179,14.6846,874.1975,0.877159,2.71099,717.4773,5.9944
26.42,0.0035598,996.595,4.177222,61.1198,14.6852,873.995,0.876958,2.71238,717.4626,5.9928
26.43,0.0035617,996.5925,4.177213,61.1217,14.6858,873.7925,0.876757,2.71377,717.4479,5.9912
26.44,0.0035636,996.59,4.177204,61.1236,14.6864,873.59,0.876556,2.71516,717.4332,5.9896
26.45,0.0035655,996.5875,4.177195,61.1255,14.687,873.3875,0.876355,2.71655,717.4185,5.988
26.46,0.0035674,996.585,4.177186,61.1274,14.6876,873.185,0.876154,2.71794,717.4038,5.9864
26.47,0.0035693,996.5825,4.177177,61.1293,14.6882,872.9825,0.875953,2.71933,717.3891,5.9848
26.48,0.0035712,996.58,4.177168,61.1312,14.6888,872.78,0.875752,2.72072,717.3744,5.9832
26.49,0.0035731,996.5775,4.177159,61.1331,14.6894,872.5775,0.875551,2.72211,717.3597,5.9816
26.5,0.003575,996.575,4.17715,61.135,14.69,872.375,0.87535,2.7235,717.345,5.98
26.51,0.0035769,996.5725,4.177141,61.1369,14.6906,872.1725,0.875149,2.72489,717.3303,5.9784
26.52,0.0035788,996.57,4.177132,61.1388,14.6912,871.97,0.874948,2.72628,717.3156,5.9768
26.53,0.0035807,996.5675,4.177123,61.1407,14.6918,871.7675,0.874747,2.72767,717.3009,5.9752
26.54,0.0035826,996.565,4.177114,61.1426,14.6924,871.565,0.874546,2.72906,717.2862,5.9736
26.55,0.0035845,996.5625,4.177105,61.1445,14.693,871.3625,0.874345,2.73045,717.2715,5.972
26.56,0.0035864,996.56,4.177096,61.1464,14.6936,871.16,0.874144,2.73184,717.2568,5.9704
26.57,0.0035883,996.5575,4.177087,61.1483,14.6942,870.9575,0.873943,2.73323,717.2421,5.9688
26.58,0.0035902,996.555,4.177078,61.1502,14.6948,870.755,0.873742,2.73462,717.2274,5.9672
26.59,0.0035921,996.5525,4.177069,61.1521,14.6954,870.5525,0.873541,2.73601,717.2127,5.9656
26.6,0.003594,996.55,4.17706,61.154,14.696,870.35,0.87334,2.7374,717.198,5.964
26.61,0.0035959,996.5475,4.177051,61.1559,14.6966,870.1475,0.873139,2.73879,717.1833,5.9624
26.62,0.0035978,996.545,4.177042,61.1578,14.6972,869.945,0.872938,2.74018,717.1686,5.9608
26.63,0.0035997,996.5425,4.177033,61.1597,14.6978,869.7425,0.872737,2.74157,717.1539,5.9592
26.64,0.0036016,996.54,4.177024,61.1616,14.6984,869.54,0.872536,2.74296,717.1392,5.9576
26.65,0.0036035,996.5375,4.177015,61.1635,14.699,869.3375,0.872335,2.74435,717.1245,5.956
26.66,0.0036054,996.535,4.177006,61.1654,14.6996,869.135,0.872134,2.74574,717.1098,5.9544
26.67,0.0036073,996.5325,4.176997,61.1673,14.7002,868.9325,0.871933,2.74713,717.0951,5.9528
26.68,0.0036092,996.53,4.176988,61.1692,14.7008,868.73,0.871732,2.74852,717.0804,5.9512
26.69,0.0036111,996.5275,4.176979,61.1711,14.7014,868.5275,0.871531,2.74991,717.0657,5.9496
26.7,0.003613,996.525,4.17697,61.173,14.702,868.325,0.87133,2.7513,717.051,5.948
26.71,0.0036149,996.5225,4.176961,61.1749,14.7026,868.1225,0.871129,2.75269,717.0363,5.9464
26.72,0.0036168,996.52,4.176952,61.1768,14.7032,867.92,0.870928,2.75408,717.0216,5.9448
26.73,0.0036187,996.5175,4.176943,61.1787,14.7038,867.7175,0.870727,2.75547,717.0069,5.9432
26.74,0.0036206,996.515,4.176934,61.1806,14.7044,867.515,0.870526,2.75686,716.9922,5.9416
26.75,0.0036225,996.5125,4.176925,61.1825,14.705,867.3125,0.870325,2.75825,716.9775,5.94
26.76,0.0036244,996.51,4.176916,61.1844,14.7056,867.11,0.870124,2.75964,716.9628,5.9384
26.77,0.0036263,996.5075,4.176907,61.1863,14.7062,866.9075,0.869923,2.76103,716.9481,5.9368
26.78,0.0036282,996.505,4.176898,61.1882,14.7068,866.705,0.869722,2.76242,716.9334,5.9352
26.79,0.0036301,996.5025,4.176889,61.1901,14.7074,866.5025,0.869521,2.76381,716.9187,5.9336
26.8,0.003632,996.5,4.17688,61.192,14.708,866.3,0.86932,2.7652,716.904,5.932
26.81,0.0036339,996.4975,4.176871,61.1939,14.7086,866.0975,0.869119,2.76659,716.8893,5.9304
26.82,0.0036358,996.495,4.176862,61.1958,14.7092,865.895,0.868918,2.76798,716.8746,5.9288
26.83,0.0036377,996.4925,4.176853,61.1977,14.7098,865.6925,0.868717,2.76937,716.8599,5.9272
26.84,0.0036396,996.49,4.176844,61.1996,14.7104,865.49,0.868516,2.77076,716.8452,5.9256
26.85,0.0036415,996.4875,4.176835,61.2015,14.711,865.2875,0.868315,2.77215,716.8305,5.924
26.86,0.0036434,996.485,4.176826,61.2034,14.7116,865.085,0.868114,2.77354,716.8158,5.9224
26.87,0.0036453,996.4825,4.176817,61.2053,14.7122,864.8825,0.867913,2.77493,716.8011,5.9208
26.88,0.0036472,996.48,4.176808,61.2072,14.7128,864.68,0.867712,2.77632,716.7864,5.9192
26.89,0.0036491,996.4775,4.176799,61.2091,14.7134,864.4775,0.867511,2.77771,716.7717,5.9176
26.9,0.003651,996.475,4.17679,61.211,14.714,864.275,0.86731,2.7791,716.757,5.916
26.91,0.0036529,996.4725,4.176781,61.2129,14.7146,864.0725,0.867109,2.78049,716.7423,5.9144
26.92,0.0036548,996.47,4.176772,61.2148,14.7152,863.87,0.866908,2.78188,716.7276,5.9128
26.93,0.0036567,996.4675,4.176763,61.2167,14.7158,863.6675,0.866707,2.78327,716.7129,5.9112
26.94,0.0036586,996.465,4.176754,61.2186,14.7164,863.465,0.866506,2.78466,716.6982,5.9096
26.95,0.0036605,996.4625,4.176745,61.2205,14.717,863.2625,0.866305,2.78605,716.6835,5.908
26.96,0.0036624,996.46,4.176736,61.2224,14.7176,863.06,0.866104,2.78744,716.6688,5.9064
26.97,0.0036643,996.4575,4.176727,61.2243,14.7182,862.8575,0.865903,2.78883,716.6541,5.9048
26.98,0.0036662,996.455,4.176718,61.2262,14.7188,862.655,0.865702,2.79022,716.6394,5.9032
26.99,0.0036681,996.4525,4.176709,61.2281,14.7194,862.4525,0.865501,2.79161,716.6247,5.9016
27,0.00367,996.45,4.1767,61.23,14.72,862.25,0.8653,2.793,716.61,5.9
27.01,0.0036719,996.4475,4.176691,61.2319,14.7206,862.0475,0.865099,2.79439,716.5953,5.8984
27.02,0.0036738,996.445,4.176682,61.2338,14.7212,861.845,0.864898,2.79578,716.5806,5.8968
27.03,0.0036757,996.4425,4.176673,61.2357,14.7218,861.6425,0.864697,2.79717,716.5659,5.8952
27.04,0.0036776,996.44,4.176664,61.2376,14.7224,861.44,0.864496,2.79856,716.5512,5.8936
27.05,0.0036795,996.4375,4.176655,61.2395,14.723,861.2375,0.864295,2.79995,716.5365,5.892
27.06,0.0036814,996.435,4.176646,61.2414,14.7236,861.035,0.864094,2.80134,716.5218,5.8904
27.07,0.0036833,996.4325,4.176637,61.2433,14.7242,860.8325,0.863893,2.80273,716.5071,5.8888
27.08,0.0036852,996.43,4.176628,61.2452,14.7248,860.63,0.863692,2.80412,716.4924,5.8872
27.09,0.0036871,996.4275,4.176619,61.2471,14.7254,860.4275,0.863491,2.80551,716.4777,5.8856
27.1,0.003689,996.425,4.17661,61.249,14.726,860.225,0.86329,2.8069,716.463,5.884
27.11,0.0036909,996.4225,4.176601,61.2509,14.7266,860.0225,0.863089,2.80829,716.4483,5.8824
27.12,0.0036928,996.42,4.176592,61.2528,14.7272,859.82,0.862888,2.80968,716.4336,5.8808
27.13,0.0036947,996.4175,4.176583,61.2547,14.7278,859.6175,0.862687,2.81107,716.4189,5.8792
27.14,0.0036966,996.415,4.176574,61.2566,14.7284,859.415,0.862486,2.81246,716.4042,5.8776
27.15,0.0036985,996.4125,4.176565,61.2585,14.729,859.2125,0.862285,2.81385,716.3895,5.876
27.16,0.0037004,996.41,4.176556,61.2604,14.7296,859.01,0.862084,2.81524,716.3748,5.8744
27.17,0.0037023,996.4075,4.176547,61.2623,14.7302,858.8075,0.861883,2.81663,716.3601,5.8728
27.18,0.0037042,996.405,4.176538,61.2642,14.7308,858.605,0.861682,2.81802,716.3454,5.8712
27.19,0.0037061,996.4025,4.176529,61.2661,14.7314,858.4025,0.861481,2.81941,716.3307,5.8696
27.2,0.003708,996.4,4.17652,61.268,14.732,858.2,0.86128,2.8208,716.316,5.868
27.21,0.0037099,996.3975,4.176511,61.2699,14.7326,857.9975,0.861079,2.82219,716.3013,5.8664
27.22,0.0037118,996.395,4.176502,61.2718,14.7332,857.795,0.860878,2.82358,716.2866,5.8648
27.23,0.0037137,996.3925,4.176493,61.2737,14.7338,857.5925,0.860677,2.82497,716.2719,5.8632
27.24,0.0037156,996.39,4.176484,61.2756,14.7344,857.39,0.860476,2.82636,716.2572,5.8616
27.25,0.0037175,996.3875,4.176475,61.2775,14.735,857.1875,0.860275,2.82775,716.2425,5.86
27.26,0.0037194,996.385,4.176466,61.2794,14.7356,856.985,0.860074,2.82914,716.2278,5.8584
27.27,0.0037213,996.3825,4.176457,61.2813,14.7362,856.7825,0.859873,2.83053,716.2131,5.8568
27.28,0.0037232,996.38,4.176448,61.2832,14.7368,856.58,0.859672,2.83192,716.1984,5.8552
27.29,0.0037251,996.3775,4.176439,61.2851,14.7374,856.3775,0.859471,2.83331,716.1837,5.8536
27.3,0.003727,996.375,4.17643,61.287,14.738,856.175,0.85927,2.8347,716.169,5.852
27.31,0.0037289,996.3725,4.176421,61.2889,14.7386,855.9725,0.859069,2.83609,716.1543,5.8504
27.32,0.0037308,996.37,4.176412,61.2908,14.7392,855.77,0.858868,2.83748,716.1396,5.8488
27.33,0.0037327,996.3675,4.176403,61.2927,14.7398,855.5675,0.858667,2.83887,716.1249,5.8472
27.34,0.0037346,996.365,4.176394,61.2946,14.7404,855.365,0.858466,2.84026,716.1102,5.8456
27.35,0.0037365,996.3625,4.176385,61.2965,14.741,855.1625,0.858265,2.84165,716.0955,5.844
27.36,0.0037384,996.36,4.176376,61.2984,14.7416,854.96,0.858064,2.84304,716.0808,5.8424
27.37,0.0037403,996.3575,4.176367,61.3003,14.7422,854.7575,0.857863,2.84443,716.0661,5.8408
27.38,0.0037422,996.355,4.176358,61.3022,14.7428,854.555,0.857662,2.84582,716.0514,5.8392
27.39,0.0037441,996.3525,4.176349,61.3041,14.7434,854.3525,0.857461,2.84721,716.0367,5.8376
27.4,0.003746,996.35,4.17634,61.306,14.744,854.15,0.85726,2.8486,716.022,5.836
27.41,0.0037479,996.3475,4.176331,61.3079,14.7446,853.9475,0.857059,2.84999,716.0073,5.8344
27.42,0.0037498,996.345,4.176322,61.3098,14.7452,853.745,0.856858,2.85138,715.9926,5.8328
27.43,0.0037517,996.3425,4.176313,61.3117,14.7458,853.5425,0.856657,2.85277,715.9779,5.8312
27.44,0.0037536,996.34,4.176304,61.3136,14.7464,853.34,0.856456,2.85416,715.9632,5.8296
27.45,0.0037555,996.3375,4.176295,61.3155,14.747,853.1375,0.856255,2.85555,715.9485,5.828
27.46,0.0037574,996.335,4.176286,61.3174,14.7476,852.935,0.856054,2.85694,715.9338,5.8264
27.47,0.0037593,996.3325,4.176277,61.3193,14.7482,852.7325,0.855853,2.85833,715.9191,5.8248
27.48,0.0037612,996.33,4.176268,61.3212,14.7488,852.53,0.855652,2.85972,715.9044,5.8232
27.49,0.0037631,996.3275,4.176259,61.3231,14.7494,852.3275,0.855451,2.86111,715.8897,5.8216
27.5,0.003765,996.325,4.17625,61.325,14.75,852.125,0.85525,2.8625,715.875,5.82
27.51,0.0037669,996.3225,4.176241,61.3269,14.7506,851.9225,0.855049,2.86389,715.8603,5.8184
27.52,0.0037688,996.32,4.176232,61.3288,14.7512,851.72,0.854848,2.86528,715.8456,5.8168
27.53,0.0037707,996.3175,4.176223,61.3307,14.7518,851.5175,0.854647,2.86667,715.8309,5.8152
27.54,0.0037726,996.315,4.176214,61.3326,14.7524,851.315,0.854446,2.86806,715.8162,5.8136
27.55,0.0037745,996.3125,4.176205,61.3345,14.753,851.1125,0.854245,2.86945,715.8015,5.812
27.56,0.0037764,996.31,4.176196,61.3364,14.7536,850.91,0.854044,2.87084,715.7868,5.8104
27.57,0.0037783,996.3075,4.176187,61.3383,14.7542,850.7075,0.853843,2.87223,715.7721,5.8088
27.58,0.0037802,996.305,4.176178,61.3402,14.7548,850.505,0.853642,2.87362,715.7574,5.8072
27.59,0.0037821,996.3025,4.176169,61.3421,14.7554,850.3025,0.853441,2.87501,715.7427,5.8056
27.6,0.003784,996.3,4.17616,61.344,14.756,850.1,0.85324,2.8764,715.728,5.804
27.61,0.0037859,996.2975,4.176151,61.3459,14.7566,849.8975,0.853039,2.87779,715.7133,5.8024
27.62,0.0037878,996.295,4.176142,61.3478,14.7572,849.695,0.852838,2.87918,715.6986,5.8008
27.63,0.0037897,996.2925,4.176133,61.3497,14.7578,849.4925,0.852637,2.88057,715.6839,5.7992
27.64,0.0037916,996.29,4.176124,61.3516,14.7584,849.29,0.852436,2.88196,715.6692,5.7976
27.65,0.0037935,996.2875,4.176115,61.3535,14.759,849.0875,0.852235,2.88335,715.6545,5.796
27.66,0.0037954,996.285,4.176106,61.3554,14.7596,848.885,0.852034,2.88474,715.6398,5.7944
27.67,0.0037973,996.2825,4.176097,61.3573,14.7602,848.6825,0.851833,2.88613,715.6251,5.7928
27.68,0.0037992,996.28,4.176088,61.3592,14.7608,848.48,0.851632,2.88752,715.6104,5.7912
27.69,0.0038011,996.2775,4.176079,61.3611,14.7614,848.2775,0.851431,2.88891,715.5957,5.7896
27.7,0.003803,996.275,4.17607,61.363,14.762,848.075,0.85123,2.8903,715.581,5.788
27.71,0.0038049,996.2725,4.176061,61.3649,14.7626,847.8725,0.851029,2.89169,715.5663,5.7864
27.72,0.0038068,996.27,4.176052,61.3668,14.7632,847.67,0.850828,2.89308,715.5516,5.7848
27.73,0.0038087,996.2675,4.176043,61.3687,14.7638,847.4675,0.850627,2.89447,715.5369,5.7832
27.74,0.0038106,996.265,4.176034,61.3706,14.7644,847.265,0.850426,2.89586,715.5222,5.7816
27.75,0.0038125,996.2625,4.176025,61.3725,14.765,847.0625,0.850225,2.89725,715.5075,5.78
27.76,0.0038144,996.26,4.176016,61.3744,14.7656,846.86,0.850024,2.89864,715.4928,5.7784
27.77,0.0038163,996.2575,4.176007,61.3763,14.7662,846.6575,0.849823,2.90003,715.4781,5.7768
27.78,0.0038182,996.255,4.175998,61.3782,14.7668,846.455,0.849622,2.90142,715.4634,5.7752
27.79,0.0038201,996.2525,4.175989,61.3801,14.7674,846.2525,0.849421,2.90281,715.4487,5.7736
27.8,0.003822,996.25,4.17598,61.382,14.768,846.05,0.84922,2.9042,715.434,5.772
27.81,0.0038239,996.2475,4.175971,61.3839,14.7686,845.8475,0.849019,2.90559,715.4193,5.7704
27.82,0.0038258,996.245,4.175962,61.3858,14.7692,845.645,0.848818,2.90698,715.4046,5.7688
27.83,0.0038277,996.2425,4.175953,61.3877,14.7698,845.4425,0.848617,2.90837,715.3899,5.7672
27.84,0.0038296,996.24,4.175944,61.3896,14.7704,845.24,0.848416,2.90976,715.3752,5.7656
27.85,0.0038315,996.2375,4.175935,61.3915,14.771,845.0375,0.848215,2.91115,715.3605,5.764
27.86,0.0038334,996.235,4.175926,61.3934,14.7716,844.835,0.848014,2.91254,715.3458,5.7624
27.87,0.0038353,996.2325,4.175917,61.3953,14.7722,844.6325,0.847813,2.91393,715.3311,5.7608
27.88,0.0038372,996.23,4.175908,61.3972,14.7728,844.43,0.847612,2.91532,715.3164,5.7592
27.89,0.0038391,996.2275,4.175899,61.3991,14.7734,844.2275,0.847411,2.91671,715.3017,5.7576
27.9,0.003841,996.225,4.17589,61.401,14.774,844.025,0.84721,2.9181,715.287,5.756
27.91,0.0038429,996.2225,4.175881,61.4029,14.7746,843.8225,0.847009,2.91949,715.2723,5.7544
27.92,0.0038448,996.22,4.175872,61.4048,14.7752,843.62,0.846808,2.92088,715.2576,5.7528
27.93,0.0038467,996.2175,4.175863,61.4067,14.7758,843.4175,0.846607,2.92227,715.2429,5.7512
27.94,0.0038486,996.215,4.175854,61.4086,14.7764,843.215,0.846406,2.92366,715.2282,5.7496
27.95,0.0038505,996.2125,4.175845,61.4105,14.777,843.0125,0.846205,2.92505,715.2135,5.748
27.96,0.0038524,996.21,4.175836,61.4124,14.7776,842.81,0.846004,2.92644,715.1988,5.7464
27.97,0.0038543,996.2075,4.175827,61.4143,14.7782,842.6075,0.845803,2.92783,715.1841,5.7448
27.98,0.0038562,996.205,4.175818,61.4162,14.7788,842.405,0.845602,2.92922,715.1694,5.7432
27.99,0.0038581,996.2025,4.175809,61.4181,14.7794,842.2025,0.845401,2.93061,715.1547,5.7416
28,0.00386,996.2,4.1758,61.42,14.78,842,0.8452,2.932,715.14,5.74
28.01,0.0038619,996.1975,4.175791,61.4219,14.7806,841.7975,0.844999,2.93339,715.1253,5.7384
28.02,0.0038638,996.195,4.175782,61.4238,14.7812,841.595,0.844798,2.93478,715.1106,5.7368
28.03,0.0038657,996.1925,4.175773,61.4257,14.7818,841.3925,0.844597,2.93617,715.0959,5.7352
28.04,0.0038676,996.19,4.175764,61.4276,14.7824,841.19,0.844396,2.93756,715.0812,5.7336
28.05,0.0038695,996.1875,4.175755,61.4295,14.783,840.9875,0.844195,2.93895,715.0665,5.732
28.06,0.0038714,996.185,4.175746,61.4314,14.7836,840.785,0.843994,2.94034,715.0518,5.7304
28.07,0.0038733,996.1825,4.175737,61.4333,14.7842,840.5825,0.843793,2.94173,715.0371,5.7288
28.08,0.0038752,996.18,4.175728,61.4352,14.7848,840.38,0.843592,2.94312,715.0224,5.7272
28.09,0.0038771,996.1775,4.175719,61.4371,14.7854,840.1775,0.843391,2.94451,715.0077,5.7256
28.1,0.003879,996.175,4.17571,61.439,14.786,839.975,0.84319,2.9459,714.993,5.724
28.11,0.0038809,996.1725,4.175701,61.4409,14.7866,839.7725,0.842989,2.94729,714.9783,5.7224
28.12,0.0038828,996.17,4.175692,61.4428,14.7872,839.57,0.842788,2.94868,714.9636,5.7208
28.13,0.0038847,996.1675,4.175683,61.4447,14.7878,839.3675,0.842587,2.95007,714.9489,5.7192
28.14,0.0038866,996.165,4.175674,61.4466,14.7884,839.165,0.842386,2.95146,714.9342,5.7176
28.15,0.0038885,996.1625,4.175665,61.4485,14.789,838.9625,0.842185,2.95285,714.9195,5.716
28.16,0.0038904,996.16,4.175656,61.4504,14.7896,838.76,0.841984,2.95424,714.9048,5.7144
28.17,0.0038923,996.1575,4.175647,61.4523,14.7902,838.5575,0.841783,2.95563,714.8901,5.7128
28.18,0.0038942,996.155,4.175638,61.4542,14.7908,838.355,0.841582,2.95702,714.8754,5.7112
28.19,0.0038961,996.1525,4.175629,61.4561,14.7914,838.1525,0.841381,2.95841,714.8607,5.7096
28.2,0.003898,996.15,4.17562,61.458,14.792,837.95,0.84118,2.9598,714.846,5.708
28.21,0.0038999,996.1475,4.175611,61.4599,14.7926,837.7475,0.840979,2.96119,714.8313,5.7064
28.22,0.0039018,996.145,4.175602,61.4618,14.7932,837.545,0.840778,2.96258,714.8166,5.7048
28.23,0.0039037,996.1425,4.175593,61.4637,14.7938,837.3425,0.840577,2.96397,714.8019,5.7032
28.24,0.0039056,996.14,4.175584,61.4656,14.7944,837.14,0.840376,2.96536,714.7872,5.7016
28.25,0.0039075,996.1375,4.175575,61.4675,14.795,836.9375,0.840175,2.96675,714.7725,5.7
28.26,0.0039094,996.135,4.175566,61.4694,14.7956,836.735,0.839974,2.96814,714.7578,5.6984
